SM,ST,Temp,Humidity,SR,Rain,PSM
39.22,71.46,83.98,73.66,349.42,0,39.216078
39.2,71.52,82.78,76.48,262.5,0,39.19608
39.18,71.55,81.9,77.95,142.95,0,39.176082
39.2,71.55,77.53,85.89,24.08,0,39.19608
39.18,71.51,75.51,86.82,0.67,0,39.176082
39.18,71.45,73.71,88.18,0,0,39.176082
39.2,71.36,72.12,88.45,0,0,39.19608
39.18,71.26,71.24,90.93,0,0,39.176082
39.17,71.17,70.25,92.54,0,0,39.166083
39.18,71.06,69.64,93.56,0,0,39.176082
39.17,70.97,69.7,93.48,0,0.02,39.186083
39.17,70.86,69.61,94.14,0,0.01,39.176083
39.2,70.78,69.77,94.44,5.06,0,39.19608
39.24,70.72,69.65,94.58,39.08,0,39.236076
39.24,70.67,70.93,92.43,269.33,0,39.236076
39.18,70.66,71.6,90.04,487.94,0,39.176082
39.16,70.66,72.78,88.01,230.33,0,39.156084
39.13,70.71,72.61,87.98,155.75,0,39.126087
39.08,70.84,71.53,90.92,149.48,0.01,39.086092
39.05,71.01,72.76,90.08,246.25,0,39.046095
38.98,71.17,74.54,86.26,374,0,38.976102
38.94,71.32,76.25,80.83,375.42,0,38.936106
38.89,71.46,76.65,79.54,255.45,0,38.886111
38.87,71.58,76.93,78.76,182.58,0,38.866113
38.89,71.64,75.92,82.16,53.5,0,38.886111
38.89,71.66,73.24,88.84,2.21,0,38.886111
38.86,71.71,71.56,91.53,0,0,38.856114
38.88,71.71,69.45,90.83,0,0,38.876112
38.87,71.69,68.01,90.55,0,0,38.866113
38.87,71.66,66.33,92.05,0,0,38.866113
38.9,71.6,65.13,93.09,0,0,38.89611
38.91,71.58,64.12,93.84,0,0,38.906109
38.89,71.58,63.79,94.45,0,0,38.886111
38.89,71.55,63.8,94.88,12.92,0,38.886111
38.89,71.51,65.85,95.05,105.93,0,38.886111
38.9,71.5,69.2,93.06,294.58,0,38.89611
38.9,71.46,71.58,89.18,415.83,0,38.89611
38.92,71.46,74.02,84.68,676.33,0,38.916108
38.89,71.48,76.51,78.46,780.87,0,38.886111
38.89,71.52,78.52,72.6,828.25,0,38.886111
38.85,71.6,80.39,69.63,771.17,0.06,38.906115
38.81,71.74,80.54,68.76,600.27,0,38.806119
38.79,71.93,81.39,67.53,534,0,38.786121
38.73,72.11,81.21,69.68,516.17,0,38.726127
38.72,72.18,80.82,71.38,269.98,0,38.716128
38.73,72.24,75.93,82.59,37.33,0,38.726127
38.7,72.29,70.44,88.96,0,0,38.69613
38.68,72.27,68.56,89.93,0,0,38.676132
38.69,72.25,67.4,91.51,0,0,38.686131
38.69,72.23,66.76,92.43,0,0,38.686131
38.71,72.2,66.75,93.09,0,0,38.706129
38.68,72.16,66.64,92.75,0,0,38.676132
38.69,72.1,65.8,93.28,0,0,38.686131
38.7,72.04,65.89,93.68,0.75,0,38.69613
38.7,72.01,66.59,94.18,45.67,0,38.69613
38.69,71.97,69.98,92.93,208.67,0,38.686131
38.7,71.95,72.85,89.93,324.67,0,38.69613
38.69,71.91,75.02,87.71,343.35,0,38.686131
38.75,71.89,76.99,87.03,324.47,0,38.746125
38.73,71.9,76.25,87.94,130.17,0,38.726127
38.7,71.92,76.47,87.98,147.25,0,38.69613
38.68,71.98,78.82,84.79,341.48,0,38.676132
38.7,71.94,79.2,83.25,419,0,38.69613
38.72,71.92,79.78,82.05,303.17,0,38.716128
38.66,71.95,79.72,78.59,346.25,0,38.656134
38.67,71.99,76.68,83.95,147.33,0,38.666133
38.64,72,73.47,90.93,18.8,0,38.636136
38.65,72.03,71.65,92.36,0,0,38.646135
38.61,72.04,70.5,92.44,0,0,38.606139
38.6,72.07,70.03,91.57,0,0,38.59614
38.59,72.04,68.26,91.99,0,0,38.586141
38.6,72.01,67.25,92.66,0,0,38.59614
38.58,71.96,67.16,92.73,0,0,38.576142
38.59,71.89,66.23,92.7,0,0,38.586141
38.6,71.79,65.91,93.3,1.87,0,38.59614
38.59,71.7,67.02,93.26,62,0,38.586141
38.61,71.61,69,91.23,188.25,0,38.606139
38.59,71.54,70.7,88.45,240.17,0,38.586141
38.61,71.45,73.95,79.15,494.8,0,38.606139
38.59,71.41,75.14,73.63,469.25,0,38.586141
38.62,71.36,76.05,72.79,672.38,0,38.616138
38.61,71.34,77.51,71.54,884.08,0,38.606139
38.59,71.39,78.64,68.13,852.87,0,38.586141
38.58,71.45,79.47,68.16,738.56,0,38.576142
38.53,71.5,79.83,68.7,563.67,0,38.526147
38.52,71.57,79.62,69.46,368.92,0,38.516148
38.45,71.73,78.21,74.71,150.77,0,38.446155
38.38,71.89,75.18,81.23,12.67,0,38.376162
38.35,71.98,71.3,86.23,0,0,38.346165
38.32,72.08,68.13,89.83,0,0,38.316168
38.28,72.14,65.06,91.83,0,0,38.276172
38.28,72.16,63.62,93.16,0,0,38.276172
38.26,72.15,61.62,93.63,0,0,38.256174
38.27,72.11,60.71,94.28,0,0,38.266173
38.29,72.03,59.49,94.51,0,0,38.286171
38.28,71.93,58.98,94.81,1.17,0,38.276172
38.29,71.85,58.74,95.26,42.23,0,38.286171
38.3,71.78,63.73,95.97,163.58,0,38.29617
38.28,71.71,70.77,89.76,352,0,38.276172
38.26,71.65,75.46,76.96,575.88,0,38.256174
38.26,71.59,78.12,69.24,663.42,0,38.256174
38.27,71.53,79.13,66.58,728.75,0,38.266173
38.27,71.51,80.72,62.71,869.33,0,38.266173
38.3,71.53,81.45,60.44,657.75,0,38.29617
38.26,71.53,82.03,60.06,742.83,0,38.256174
38.25,71.55,82.27,61.27,548.42,0,38.246175
38.25,71.67,82.09,63,390.2,0,38.246175
38.23,71.67,80,69.65,155.5,0,38.226177
38.25,71.68,77.15,74.78,20.5,0,38.246175
38.21,71.72,73.86,81.87,0,0,38.206179
38.18,71.77,70.23,87.01,0,0,38.176182
38.17,71.81,67.88,90.69,0,0,38.166183
38.13,71.85,66.33,92.06,0,0,38.126187
38.13,71.89,64.89,92.78,0,0,38.126187
38.1,71.92,63.31,93.87,0,0,38.09619
38.08,71.89,62.38,94.47,0,0,38.076192
38.1,71.84,61.86,94.76,0.67,0,38.09619
38.1,71.8,61.56,95.2,31.67,0,38.09619
38.09,71.75,65.83,95.97,131.47,0,38.086191
38.08,71.68,71.54,92.6,334.58,0,38.076192
38.11,71.61,75.96,84,483.08,0,38.106189
38.09,71.53,79.32,72.83,672.92,0,38.086191
38.09,71.48,81.22,67.99,828.18,0,38.086191
38.08,71.41,82.57,64.58,830.17,0,38.076192
38.07,71.37,83.36,62.91,795.83,0,38.066193
38.1,71.37,83.28,61.65,648.13,0,38.09619
38.1,71.37,83.18,62.35,534.27,0,38.09619
38.07,71.36,82.58,64.44,323,0,38.066193
38.04,71.39,81.15,69.48,156.25,0,38.036196
38.05,71.42,76.92,79.35,20.15,0,38.046195
38,71.53,71,85.85,0,0,37.9962
37.96,71.66,68,88.64,0,0,37.956204
37.88,71.81,66.76,90.58,0,0,37.876212
37.84,71.88,65.2,92.14,0,0,37.836216
37.79,71.94,63.05,93.25,0,0,37.786221
37.76,71.98,62.31,94.24,0,0,37.756224
37.76,71.98,61.57,94.44,0,0,37.756224
37.75,71.96,61.28,94.83,0.25,0,37.746225
37.74,71.88,61.86,95.45,52.13,0,37.736226
37.77,71.77,66.63,95.53,143.67,0,37.766223
37.78,71.65,71.35,89.98,294.42,0,37.776222
37.74,71.52,75.99,80.88,557.58,0,37.736226
37.74,71.4,79.58,73.03,700.18,0,37.736226
37.74,71.25,81.73,67.2,852.5,0,37.736226
37.75,71.12,82.04,65.71,667.08,0,37.746225
37.75,71,83.69,63.71,918.96,0,37.746225
37.71,70.87,82.86,64.77,572,0,37.706229
37.74,70.75,83.17,64.91,547,0,37.736226
37.74,70.79,82.45,65.54,370.27,0,37.736226
37.76,70.85,80.56,71.58,157.33,0,37.756224
37.7,70.9,75.71,82,19.67,0,37.69623
37.66,70.97,71.49,88.25,0,0,37.656234
37.62,71.05,70.22,90.67,0,0,37.616238
37.58,71.14,70.43,89.94,0,0,37.576242
37.53,71.35,69.25,90.5,0,0,37.526247
37.48,71.47,68.13,90.76,0,0,37.476252
37.45,71.55,67.55,91.1,0,0,37.446255
37.43,71.64,66.84,91.53,0,0,37.426257
37.4,71.68,65.84,92.25,1.2,0,37.39626
37.41,71.69,65.24,93.11,44,0,37.406259
37.41,71.7,68.71,92.18,169.67,0,37.406259
37.42,71.65,72.64,85.06,343.02,0,37.416258
37.42,71.58,77.59,74.87,541.6,0,37.416258
37.42,71.48,80.61,70.61,687.75,0,37.416258
37.41,71.39,82.43,67.94,849.23,0,37.406259
37.41,71.31,83.92,64.75,906.5,0,37.406259
37.42,71.22,84.57,64.69,699.6,0,37.416258
37.42,71.12,84.98,63.61,614.27,0,37.416258
37.4,71.02,84.83,64.64,487.25,0,37.39626
37.4,70.95,84.63,65.99,370.92,0,37.39626
37.4,70.9,82.48,70.47,153.4,0,37.39626
37.39,70.9,77.32,79.27,12.92,0,37.386261
37.41,70.93,73.95,84.08,0,0,37.406259
37.36,70.96,73,83.58,0,0,37.356264
37.32,71.03,70.85,85.17,0,0,37.316268
37.27,71.19,69.82,86,0,0,37.266273
37.25,71.28,69.14,87.3,0,0,37.246275
37.2,71.42,68.76,88.66,0,0,37.19628
37.16,71.56,67.51,90.02,0,0,37.156284
37.13,71.65,66.2,92.01,0.92,0,37.126287
37.1,71.73,66.75,93.05,35.77,0,37.09629
37.11,71.78,71.68,89.43,167.33,0,37.106289
37.1,71.8,77.35,80.29,351.47,0,37.09629
37.11,71.76,81.64,71.94,562.33,0,37.106289
37.14,71.69,84.54,69.14,698.85,0,37.136286
37.12,71.61,86.96,66.43,866.5,0,37.116288
37.13,71.49,89.37,61.39,902.47,0,37.126287
37.14,71.35,90.75,57.35,859.5,0,37.136286
37.14,71.25,90.94,57.16,719.08,0,37.136286
37.14,71.17,90.66,59,594.92,0,37.136286
37.13,71.06,88.99,60.63,373.77,0,37.126287
37.15,70.97,85.97,68.6,139.33,0,37.146285
37.12,70.91,80.98,78.06,14.5,0,37.116288
37.11,70.9,76.92,84.33,0,0,37.106289
37.1,70.93,76.63,86.01,0,0,37.09629
37.06,70.95,74.85,88.47,0,0,37.056294
37.04,71.04,74.49,89.07,0,0,37.036296
36.99,71.1,73.44,90.02,0,0,36.986301
36.96,71.22,73.68,89,0,0,36.956304
36.89,71.36,74.48,86.75,0,0,36.886311
36.85,71.48,74.35,86.38,0.42,0,36.846315
36.83,71.57,73.93,87.4,28.75,0,36.826317
36.8,71.64,75.77,84.87,103.4,0,36.79632
36.8,71.72,78.47,81.42,257.63,0,36.79632
36.79,71.74,80.43,77.45,316.58,0,36.786321
36.76,71.74,81.26,75.62,300.83,0,36.756324
36.8,71.7,80.45,78.54,287.1,0,36.79632
36.8,71.64,82.11,78.18,451.08,0,36.79632
36.8,71.6,84.39,79.43,390.58,0,36.79632
36.8,71.55,87.04,72.99,437.33,0,36.79632
36.8,71.49,87.85,71.32,458.3,0,36.79632
36.8,71.42,87.38,72.21,298.58,0,36.79632
36.8,71.35,85.65,76.66,127.17,0,36.79632
36.79,71.3,82.44,79.89,18.42,0,36.786321
36.8,71.21,76.71,88.86,0,0,36.79632
36.8,71.12,73.51,91.98,0,0,36.79632
36.8,71.15,71.31,93.68,0,0,36.79632
36.77,71.17,70.05,94.48,0,0,36.766323
36.75,71.22,68.8,94.81,0,0,36.746325
36.7,71.31,67.01,95.05,0,0,36.69633
36.65,71.39,64.93,95.08,0,0,36.646335
36.58,71.57,62.92,95.35,0.5,0.01,36.586342
36.52,71.69,64.06,96.29,59.62,0,36.516348
36.46,71.75,67.37,96.04,34.58,0,36.456354
36.44,71.81,67.36,96.13,26.92,0,36.436356
36.43,71.9,68.22,96.51,88.83,0,36.426357
36.43,71.89,72.1,96.84,249.52,0,36.426357
36.42,71.89,75.95,95.13,546.75,0,36.416358
36.43,71.88,79.76,79.05,610.92,0,36.426357
36.42,71.87,82.96,62.52,708.04,0,36.416358
36.42,71.83,84.89,54.61,654.2,0,36.416358
36.46,71.78,85.16,58.81,485.92,0,36.456354
36.44,71.72,83.72,60.89,382.48,0,36.436356
36.44,71.66,80.93,71.21,154,0,36.436356
36.44,71.61,75.52,79.47,17.4,0,36.436356
36.43,71.54,70.14,86.9,0,0,36.426357
36.43,71.46,67.29,90.93,0,0,36.426357
36.43,71.42,65.86,91.94,0,0,36.426357
36.43,71.42,64.91,92.75,0,0,36.426357
36.44,71.43,63.72,93.96,0,0,36.436356
36.4,71.45,64.13,94.83,0,0.01,36.40636
36.35,71.5,63.78,94.93,0,0,36.346365
36.31,71.62,63.89,95.68,1,0,36.306369
36.27,71.76,63.93,96.1,40,0.01,36.276373
36.22,71.96,68.58,96.84,150.08,0,36.216378
36.18,72.12,72.78,95.31,312.4,0,36.176382
36.16,72.21,78.84,81.26,542.33,0,36.156384
36.12,72.27,82.15,74.63,709.17,0,36.116388
36.1,72.32,84.12,69.41,873.08,0,36.09639
36.09,72.38,85.75,64.7,912.73,0,36.086391
36.1,72.37,87.25,54.89,881.8,0,36.09639
36.11,72.33,87.58,53.79,767.67,0,36.106389
36.09,72.31,86.8,56.35,588.5,0,36.086391
36.09,72.28,85.69,58.03,388.5,0,36.086391
36.1,72.23,82.48,66.94,145.53,0,36.09639
36.11,72.19,76.44,79.68,11.83,0,36.106389
36.12,72.16,73.5,85.37,0,0,36.116388
36.1,72.14,71.3,88.28,0,0,36.09639
36.12,72.09,69.93,89.77,0,0,36.116388
36.11,72.05,69.06,90.59,0,0,36.106389
36.12,72.03,67.82,90.83,0,0,36.116388
36.11,71.99,66.73,92.47,0,0,36.106389
36.12,71.99,66.42,93.18,0,0,36.116388
36.09,72.03,66.36,93.3,0.67,0,36.086391
36.09,72.06,66.11,93.98,32.92,0,36.086391
36.08,72.08,70.93,92.56,152,0,36.076392
36.05,72.13,76.49,85.11,346.87,0,36.046395
36.05,72.19,81.33,77.66,530.58,0,36.046395
36.04,72.24,85.25,73.33,685.25,0,36.036396
36.02,72.31,88.22,69.63,842.17,0,36.016398
36.01,72.38,91.01,65.27,886.87,0,36.006399
36,72.43,93.21,61.39,845.75,0,35.9964
36,72.46,93.67,59.06,736.42,0,35.9964
35.97,72.46,93.23,61.76,576,0,35.966403
35.98,72.4,91.34,65.78,350.98,0,35.976402
35.99,72.29,88.56,73.94,118.83,0,35.986401
35.99,72.21,84.21,82.33,11.17,0,35.986401
35.98,72.13,81,85.9,0,0,35.976402
35.99,72.03,77.23,89.94,0,0,35.986401
35.98,71.96,74.45,92.53,0,0,35.976402
35.97,71.88,71.99,93.32,0,0,35.966403
35.97,71.78,70.77,93.87,0,0,35.966403
35.96,71.69,70.23,94.21,0,0,35.956404
35.96,71.68,68.86,94.49,0,0,35.956404
35.97,71.68,69.89,94.76,0.67,0,35.966403
35.97,71.66,71.19,95.12,31.67,0,35.966403
35.95,71.66,76.33,92.12,138.33,0,35.946405
35.97,71.66,81.05,84.51,402.35,0,35.966403
35.95,71.76,86.03,76.58,548.83,0,35.946405
35.92,71.9,89.39,70.12,694.33,0,35.916408
35.92,71.92,92.05,64.87,865.33,0,35.916408
35.88,72,93.66,60.57,900.06,0,35.876412
35.84,72.08,94.55,59.73,833.92,0,35.836416
35.86,72.1,94.28,60.11,655.25,0,35.856414
35.85,72.11,93.94,61.02,557.02,0,35.846415
35.84,72.09,92.74,63.01,337.5,0,35.836416
35.82,71.98,90.25,67.72,131.92,0,35.816418
35.82,71.89,85.27,76.61,11.23,0,35.816418
35.82,71.77,82.21,81.79,0,0,35.816418
35.81,71.69,80.4,83.91,0,0,35.806419
35.8,71.6,79.32,84.84,0,0,35.79642
35.8,71.52,78.78,83.78,0,0,35.79642
35.79,71.48,78.27,83.68,0,0,35.786421
35.78,71.44,78.7,82.84,0,0,35.776422
35.78,71.38,77.9,83.8,0,0,35.776422
35.78,71.33,76.34,86.28,0.42,0,35.776422
35.81,71.31,76.59,88.16,68.6,0,35.806419
35.78,71.32,80.8,82.22,198.58,0,35.776422
35.79,71.36,81.85,80.01,265.83,0,35.786421
35.75,71.4,82.75,80.55,266.25,0,35.746425
35.7,71.49,85.83,77.28,608.62,0,35.69643
35.67,71.66,87.08,79.13,750.25,0,35.666433
35.61,71.78,90.03,76.79,779.08,0,35.606439
35.56,71.87,89.24,79.09,810.08,0,35.556444
35.5,71.98,87.51,80.34,568.2,0,35.49645
35.49,72.04,87.16,78.83,451,0,35.486451
35.46,72.09,86.48,78.58,269.17,0,35.456454
35.44,72.1,85.29,80.25,103.9,0,35.436456
35.44,72.09,82.46,84.62,8.33,0,35.436456
35.46,72.05,80.48,86.33,0,0,35.456454
35.45,71.99,79.51,84.29,0,0,35.446455
35.46,71.92,78.58,82.91,0,0,35.456454
35.46,71.84,75.75,87.41,0,0,35.456454
35.45,71.75,74.96,85.18,0,0,35.446455
35.45,71.67,73.73,86.08,0,0,35.446455
35.44,71.6,73.75,87.88,0,0,35.436456
35.44,71.55,73.89,83.17,0.87,0,35.436456
35.45,71.48,72.14,85.68,13.92,0,35.446455
35.44,71.47,73.53,84.51,108.25,0,35.436456
35.47,71.53,75.28,82.47,317.67,0,35.466453
35.46,71.58,77.06,82.26,434.5,0,35.456454
35.42,71.63,76.87,81.93,715.25,0,35.416458
35.39,71.72,80.03,78.69,833.33,0,35.386461
35.35,72.1,83.13,76.42,752.35,0,35.346465
35.32,72.12,85.73,75.47,809.93,0,35.316468
35.27,72.23,86.08,76.33,347,0,35.266473
35.21,72.36,86.82,76.55,487.4,0,35.206479
35.18,72.47,85.62,78.88,135.42,0,35.176482
35.17,72.51,80.77,86.11,31.27,0.36,35.526483
35.16,72.57,76.79,90.84,10.67,0,35.156484
35.15,72.59,74.44,90.13,0,0,35.146485
35.15,72.6,73.06,91.64,0,0,35.146485
35.17,72.6,71.9,91.73,0,0,35.166483
35.18,72.55,70.39,91.67,0,0.01,35.186482
35.16,72.48,70.01,92.02,0,0.59,35.746484
35.17,72.4,68.74,94.12,0,0.04,35.206483
35.18,72.34,68.01,94.67,0,0.08,35.256482
35.19,72.32,67.33,94.7,0.08,0,35.186481
35.18,72.27,66.84,94.67,12.33,0,35.176482
35.17,72.21,66.95,94.4,53.15,0,35.166483
35.17,72.15,67.71,92.71,306.47,0,35.166483
35.2,72.12,69.72,88.6,456.5,0,35.19648
35.19,72.16,71.03,84.46,548.42,0,35.186481
35.19,72.19,73.56,82.18,533.42,0,35.186481
35.16,72.28,76.11,77.81,604.8,0,35.156484
35.13,72.36,77.5,74.24,641.83,0,35.126487
35.09,72.47,79.14,71.5,694.25,0,35.086491
35.03,72.64,79.31,72.36,491,0,35.026497
34.98,72.95,78.93,74.59,263.27,0,34.976502
34.93,73.05,77.5,80.55,72.17,0,34.926507
34.91,73.1,74.88,86.62,7.75,0,34.906509
34.92,73.12,71.82,91.23,0,0,34.916508
34.9,73.14,70.49,91.53,0,0,34.89651
34.92,73.12,69.3,90.71,0,0,34.916508
34.94,73.12,67.68,90.38,0,0,34.936506
34.92,73.11,64.92,91.25,0,0,34.916508
34.92,73.11,63.01,91.04,0,0,34.916508
34.93,73.07,61.89,92.33,0,0,34.926507
34.93,73.03,60.73,92.41,0.69,0,34.926507
34.94,72.99,60.28,92.38,36.42,0,34.936506
34.94,72.97,62.21,91.24,148.87,0,34.936506
34.95,72.93,66.46,83.98,397.83,0,34.946505
34.95,72.89,70.81,72.32,522.79,0,34.946505
34.95,72.88,73.64,67.74,709.33,0,34.946505
34.97,72.88,76.11,60.68,883.07,0,34.966503
34.95,72.91,77.26,53.56,936.79,0,34.946505
34.96,72.92,77.73,52.98,881.08,0,34.956504
34.96,72.98,78.1,53.65,767.5,0,34.956504
34.91,73.04,77.95,51.92,572.33,0,34.906509
34.89,73.19,76.95,52.58,341,0,34.886511
34.87,73.43,74.68,60.17,127.67,0,34.866513
34.85,73.51,71.07,67.79,11,0,34.846515
34.82,73.52,65.86,81.15,0,0,34.816518
34.79,73.58,63.61,84.55,0,0,34.786521
34.79,73.58,62.28,86.58,0,0,34.786521
34.79,73.59,60.53,89.1,0,0,34.786521
34.79,73.57,57.63,92.01,0,0,34.786521
34.8,73.56,56.14,93.13,0,0,34.79652
34.81,73.53,54.7,93.85,0,0,34.806519
34.79,73.5,54.08,94.21,0.25,0,34.786521
34.81,73.46,54.73,94.87,36.93,0,34.806519
34.82,73.42,59.9,95.31,149.35,0,34.816518
34.81,73.37,65.7,89.21,356.75,0,34.806519
34.84,73.3,70.73,75.22,518,0,34.836516
34.83,73.25,74.21,64.58,691.95,0,34.826517
34.82,73.19,76.03,58.68,830.5,0,34.816518
34.83,73.11,77.08,56.53,809.08,0,34.826517
34.86,73.1,77.94,55.6,811.08,0,34.856514
34.83,73.12,78.54,53.73,673.02,0,34.826517
34.78,73.12,78.42,56.33,473.5,0,34.776522
34.77,73.15,77.32,60.82,326.17,0,34.766523
34.75,73.2,75.17,68.25,123.88,0,34.746525
34.71,73.28,69.46,79.92,4.2,0,34.706529
34.67,73.42,64.93,84.72,0,0,34.666533
34.67,73.44,62.44,88.4,0,0,34.666533
34.65,73.49,60.78,90.92,0,0,34.646535
34.64,73.52,59.09,92.45,0,0,34.636536
34.72,73.52,58.21,93.17,0,0,34.716528
35.4,73.53,56.16,93.71,0,0,35.39646
35.43,73.52,55.3,94.23,0,0,35.426457
35.42,73.47,54.52,94.6,0.6,0,35.416458
35.38,73.43,53.64,95.08,33.25,0.01,35.386462
35.37,73.4,58.22,95.98,149.58,0,35.366463
35.36,73.31,63.63,93.04,307.25,0,35.356464
36.42,73.19,70.1,78.59,520.5,0,36.416358
36.95,73.09,74.12,68.98,736.42,0,36.946305
37.13,73.02,75.99,63.78,829.92,0,37.126287
37.25,72.92,77.01,59.51,835.67,0,37.246275
37.31,72.84,77.66,60.24,775.93,0,37.306269
37.35,72.8,77.78,59.28,637.83,0,37.346265
37.4,72.77,77.49,58.51,462.21,0,37.39626
37.39,72.73,76.28,63.59,281.25,0,37.386261
37.38,72.73,73.23,72.81,103.73,0,37.376262
37.36,72.74,68.13,81.99,10.08,0,37.356264
37.36,72.74,64.27,86.03,0,0,37.356264
37.32,72.77,62.68,88.43,0,0,37.316268
37.31,72.76,61.69,89.65,0,0,37.306269
37.26,72.78,60.56,90.78,0,0,37.256274
37.27,72.79,61.59,90.81,0,0,37.266273
37.27,72.8,61.15,90.2,0,0,37.266273
37.25,72.83,61.82,91.12,0,0,37.246275
37.26,72.8,61.93,89.78,0.5,0,37.256274
37.23,72.74,60.99,90.99,38.33,0,37.226277
37.24,72.69,63.66,89.65,120,0,37.236276
37.27,72.62,67.59,82.43,267.87,0,37.266273
37.27,72.56,72.43,72.29,460.17,0,37.266273
37.24,72.45,75.4,68.32,660.23,0,37.236276
37.25,72.34,77.37,67.68,785.75,0,37.246275
37.26,72.22,78.95,65.85,832.2,0,37.256274
37.23,72.12,80,65.38,786.75,0,37.226277
37.24,72.03,80.95,64.73,671.1,0,37.236276
37.26,71.94,81.38,64.69,501.58,0,37.256274
37.26,71.92,80.47,66.89,275,0,37.256274
37.25,71.97,76.74,72.9,58.79,0,37.246275
37.19,71.98,74.62,74.04,6.83,0,37.186281
37.18,71.96,72.81,76.53,0,0,37.176282
37.15,72.01,71.49,79.82,0,0,37.146285
37.09,72.05,69.65,84.66,0,0.01,37.096291
37.04,72.09,68.25,88.85,0,0,37.036296
37.02,72.11,67.61,88.81,0,0,37.016298
36.98,72.11,67.12,89.27,0,0,36.976302
36.99,72.11,65.86,90.71,0,0,36.986301
36.97,72.08,65.58,91.37,0,0,36.966303
36.96,72,65.02,92.67,5.25,0,36.956304
36.96,71.84,66.09,93.31,57.13,0,36.956304
36.96,71.68,69.09,90.75,247.58,0,36.956304
36.98,71.59,74.74,82.23,517.77,0,36.976302
36.94,71.47,79.19,74.57,678.92,0,36.936306
36.96,71.31,81.46,72.45,761.6,0,36.956304
36.94,71.18,83.68,66.7,869.92,0,36.936306
36.93,71.04,85.2,65.59,833.67,0,36.926307
36.95,70.94,86.98,62.03,723.58,0,36.946305
36.93,70.83,87.11,60.33,527.65,0,36.926307
36.92,70.71,87.23,62.16,281.75,0,36.916308
36.93,70.67,85.55,70.29,107.83,0,36.926307
36.87,70.73,79.59,80.78,12.5,0,36.866313
36.87,70.8,73.62,87.86,0,0,36.866313
36.86,70.88,70.96,90.69,0,0,36.856314
36.81,70.9,70.66,89.9,0,0,36.806319
36.77,70.95,68.97,89.31,0,0,36.766323
36.75,71.06,71.33,88.87,0,0,36.746325
36.7,71.15,71.35,86.82,0,0.01,36.70633
36.7,71.18,70.68,87.43,0,0,36.69633
36.69,71.23,69.2,88.4,0,0,36.686331
36.69,71.26,66.58,90.47,21.67,0,36.686331
36.68,71.23,68.01,90.18,128.44,0,36.676332
36.69,71.17,72.2,86.63,298.5,0,36.686331
36.69,71.09,76.44,81.5,473.75,0.01,36.696331
36.69,70.99,80.07,77.42,648.15,0,36.686331
36.68,70.86,83.06,74.58,752.25,0,36.676332
36.65,70.77,85.37,71.53,797,0,36.646335
36.65,70.65,87.7,68.34,763.42,0,36.646335
36.63,70.49,89.19,64.57,626.3,0,36.626337
36.64,70.32,89.19,61.66,493.92,0,36.636336
36.62,70.15,87.27,66.56,298.58,0,36.616338
36.61,70.03,85.54,69.04,154.71,0,36.606339
36.61,69.94,79.02,79.91,6.47,0,36.606339
36.6,69.98,76.5,83.67,0,0,36.59634
36.59,70.06,75.71,85.58,0,0,36.586341
36.57,70.12,74.92,85.55,0,0,36.566343
36.55,70.22,75.8,84.35,0,0,36.546345
36.49,70.4,75.95,83.86,0,0,36.486351
36.47,70.49,75.33,84.54,0,0,36.466353
36.44,70.56,74.88,85.82,0,0,36.436356
36.43,70.61,75.1,85.77,0.07,0,36.426357
36.38,70.65,74.67,87.19,27.1,0,36.376362
36.39,70.7,75.67,86.18,99.83,0,36.386361
36.36,70.72,76.91,83.88,107.25,0.06,36.416364
36.35,70.71,75.66,87.72,131.52,0,36.346365
36.35,70.6,75.6,87.91,72.67,0,36.346365
36.33,70.5,76.32,88.18,135.58,0,36.326367
36.35,70.41,77.36,86.79,226.23,0,36.346365
36.35,70.32,78.98,84.35,359.93,0.01,36.356365
36.35,70.22,80.25,83.47,281.08,0,36.346365
36.34,70.18,83.46,80.87,409.15,0,36.336366
36.32,70.12,85.43,79.5,291.33,0,36.316368
36.33,70.07,82.68,85.48,31,0,36.326367
36.33,70.05,67.05,89.54,0,1.39,37.716367
36.32,69.99,64.38,95.41,0,0.42,36.736368
36.32,69.97,65.27,95.28,0,0.04,36.356368
36.34,69.99,65.67,93.91,0,0.07,36.406366
36.33,70.03,65.2,94.81,0,0.06,36.386367
36.28,70.06,65.16,93.51,0,0,36.276372
36.24,70.1,65.12,93.28,0,0,36.236376
36.21,70.29,65.6,91.54,0,0,36.206379
36.17,70.34,65.87,89.81,0,0,36.166383
36.11,70.42,65.08,91.72,22.83,0,36.106389
36.09,70.5,66.34,92.04,108.75,0,36.086391
36.07,70.5,68.93,90.19,248.47,0,36.066393
36.06,70.53,71.32,87.72,407.25,0,36.056394
36.04,70.57,74.18,84.03,583.75,0,36.036396
36.03,70.58,76.78,79.83,738.83,0,36.026397
36.04,70.54,79.58,76.47,705.47,0,36.036396
36.03,70.5,81.61,75.47,648.83,0,36.026397
36.05,70.47,83.18,75.61,644.79,0,36.046395
36.03,70.46,83.7,75.82,426.75,0,36.026397
36.04,70.42,84.27,76.45,334.4,0,36.036396
36.01,70.38,83.05,81.74,126.63,0,36.006399
36.02,70.36,78.53,87.81,13.33,0,36.016398
36.03,70.34,75.36,90.29,0,0,36.026397
36,70.29,74.32,89.75,0,0,35.9964
36.01,70.27,71.38,91.58,0,0,36.006399
