SM,ST,Temp,Humidity,SR,Rain,PSM
4.73,69.18,77.18,38.8,16.13,0,4.729527
4.73,69.18,77.18,38.9,16.13,0,4.729527
4.93,69.18,77.18,39,16.23,0,4.929507
5.13,69.18,77.18,39,16.03,0,5.129487
4.93,69.18,77.18,39,15.93,0,4.929507
4.93,69.18,77.18,39,16.32,0,4.929507
4.93,69.18,77.18,39.1,16.23,0,4.929507
4.93,69.18,77.18,39.2,16.23,0,4.929507
4.83,69.18,77.18,39.2,16.23,0,4.829517
4.73,69.18,77.18,39.2,16.23,0,4.729527
4.83,69.18,77.18,39.2,16.32,0,4.829517
4.83,69.18,77.18,39.2,16.13,0,4.829517
4.73,69.18,77.18,39.3,16.23,0,4.729527
4.73,69.18,77.18,39.3,16.13,0,4.729527
4.63,69.18,77.18,39.3,16.23,0,4.629537
4.63,69.18,77.18,39.3,16.13,0,4.629537
5.13,69.18,77.18,39.3,15.74,0,5.129487
5.13,69.18,77.18,39.5,14.57,0,5.129487
5.23,69.18,77.18,40.1,15.93,0,5.229477
4.83,69.18,77.18,40,15.74,0,4.829517
4.83,69.18,77.18,39.7,15.44,0,4.829517
5.03,69.18,77.18,39.7,15.74,0,5.029497
5.03,69.18,77.18,39.6,15.84,0,5.029497
4.63,69.36,77.36,39.6,15.93,0,4.629537
4.73,69.36,77.36,39.5,15.84,0,4.729527
4.73,69.36,77.36,39.4,15.74,0,4.729527
4.63,69.36,77.36,39.5,15.84,0,4.629537
4.93,69.36,77.36,39.4,15.93,0,4.929507
4.52,69.36,77.36,39.5,15.84,0,4.519548
4.83,69.36,77.36,39.5,15.84,0,4.829517
4.73,69.36,77.36,39.3,15.84,0,4.729527
4.63,69.36,77.36,39.3,15.84,0,4.629537
4.93,69.36,77.36,39.6,16.03,0,4.929507
4.52,69.36,77.36,39.5,16.03,0,4.519548
4.52,69.36,77.36,39.5,15.93,0,4.519548
4.52,69.36,77.36,39.4,15.93,0,4.519548
4.63,69.36,77.36,39.4,15.84,0,4.629537
4.32,69.36,77.36,39.4,16.03,0,4.319568
4.42,69.54,77.54,39.4,15.93,0,4.419558
4.73,69.54,77.54,39.3,15.84,0,4.729527
4.63,69.54,77.54,39.3,15.84,0,4.629537
4.52,69.54,77.54,39.5,15.84,0,4.519548
4.52,69.54,77.54,39.4,15.44,0,4.519548
4.52,69.54,77.54,39.3,15.64,0,4.519548
4.52,69.54,77.54,39.4,15.25,0,4.519548
4.73,69.54,77.54,39.4,16.03,0,4.729527
4.52,69.54,77.54,39.4,15.93,0,4.519548
4.63,69.54,77.54,39.5,15.84,0,4.629537
3.72,69.54,77.54,39.5,15.93,0,3.719628
4.52,69.54,77.54,39.6,15.93,0,4.519548
4.42,69.54,77.54,39.9,15.84,0,4.419558
4.42,69.54,77.54,40.1,15.93,0,4.419558
4.93,69.54,77.54,40,15.93,0,4.929507
4.52,69.54,77.54,40.1,15.84,0,4.519548
4.42,69.54,77.54,39.8,15.84,0,4.419558
4.42,69.54,77.54,39.7,15.93,0,4.419558
4.63,69.54,77.54,40.1,15.93,0,4.629537
4.22,69.72,77.72,40.6,15.93,0,4.219578
4.52,69.54,77.54,40,15.93,0,4.519548
4.32,69.54,77.54,40,15.93,0,4.319568
4.32,69.54,77.54,40,15.84,0,4.319568
4.63,69.54,77.54,39.8,15.84,0,4.629537
4.42,69.72,77.72,39.8,15.84,0,4.419558
4.22,69.54,77.54,39.8,15.84,0,4.219578
4.63,69.54,77.54,39.9,15.84,0,4.629537
4.32,69.54,77.54,39.9,15.93,0,4.319568
4.42,69.54,77.54,39.9,15.93,0,4.419558
4.63,69.72,77.72,39.9,16.03,0,4.629537
4.42,69.72,77.72,40.1,15.84,0,4.419558
4.83,69.72,77.72,40.3,15.84,0,4.829517
4.42,69.72,77.72,40.4,15.84,0,4.419558
4.93,69.72,77.72,42.1,15.84,0,4.929507
4.12,69.72,77.72,41.4,15.93,0,4.119588
4.63,69.72,77.72,41.1,15.93,0,4.629537
4.32,69.72,77.72,41,15.93,0,4.319568
4.52,69.72,77.72,41,15.93,0,4.519548
4.32,69.72,77.72,41,15.84,0,4.319568
4.52,69.72,77.72,41.3,15.84,0,4.519548
4.42,69.72,77.72,41.1,16.03,0,4.419558
4.32,69.72,77.72,41,16.03,0,4.319568
4.42,69.72,77.72,41.1,15.84,0,4.419558
4.42,69.72,77.72,41,16.03,0,4.419558
4.52,69.72,77.72,41,16.03,0,4.519548
4.22,69.72,77.72,41,16.03,0,4.219578
4.12,69.72,77.72,41,15.93,0,4.119588
4.12,69.72,77.72,40.9,15.93,0,4.119588
4.32,69.54,77.54,40.9,8.5,0,4.319568
4.42,69.54,77.54,40.9,8.6,0,4.419558
4.52,69.54,77.54,40.9,8.5,0,4.519548
4.22,69.72,77.72,42.7,8.7,0,4.219578
4.73,69.54,77.54,41.4,8.7,0,4.729527
4.32,69.54,77.54,41,8.99,0,4.319568
4.93,69.54,77.54,40.9,8.99,0,4.929507
4.52,69.54,77.54,41,8.8,0,4.519548
4.32,69.54,77.54,41.6,8.8,0,4.319568
4.42,69.54,77.54,41.1,8.9,0,4.419558
4.22,69.54,77.54,40.8,9.09,0,4.219578
4.42,69.54,77.54,40.8,8.9,0,4.419558
4.52,69.54,77.54,40.8,8.9,0,4.519548
4.42,69.54,77.54,40.7,9.09,0,4.419558
4.32,69.54,77.54,40.7,8.6,0,4.319568
4.32,69.54,77.54,41.1,8.31,0,4.319568
4.32,69.54,77.54,40.8,8.5,0,4.319568
4.42,69.54,77.54,41.6,16.03,0,4.419558
4.22,69.54,77.54,41.4,8.99,0,4.219578
4.42,69.54,77.54,41,13.39,0,4.419558
4.12,69.54,77.54,40.8,14.96,0,4.119588
4.32,69.72,77.72,40.7,12.61,0,4.319568
4.52,69.54,77.54,40.8,12.71,0,4.519548
4.22,69.72,77.72,40.7,9.87,0,4.219578
4.32,69.72,77.72,40.7,8.99,0,4.319568
4.22,69.72,77.72,40.6,9.58,0,4.219578
4.42,69.72,77.72,40.9,10.07,0,4.419558
4.02,69.72,77.72,40.9,8.99,0,4.019598
4.32,69.72,77.72,40.7,10.75,0,4.319568
4.32,69.72,77.72,40.7,16.42,0,4.319568
4.12,69.72,77.72,40.7,16.23,0,4.119588
3.82,69.72,77.72,40.6,16.23,0,3.819618
4.32,69.72,77.72,40.6,16.32,0,4.319568
4.12,69.72,77.72,40.5,16.13,0,4.119588
4.32,69.72,77.72,40.5,16.32,0,4.319568
4.12,69.72,77.72,40.6,16.23,0,4.119588
4.42,69.72,77.72,40.6,16.13,0,4.419558
4.22,69.72,77.72,40.5,16.23,0,4.219578
3.92,69.72,77.72,40.5,16.13,0,3.919608
4.32,69.54,77.54,40.5,16.23,0,4.319568
4.12,69.72,77.72,40.5,16.23,0,4.119588
4.12,69.54,77.54,40.5,16.23,0,4.119588
4.22,69.54,77.54,40.5,16.23,0,4.219578
4.12,69.54,77.54,40.6,16.23,0,4.119588
4.73,69.72,77.72,40.5,16.13,0,4.729527
4.22,69.54,77.54,40.6,16.13,0,4.219578
4.32,69.54,77.54,40.6,16.23,0,4.319568
4.02,69.54,77.54,40.6,16.13,0,4.019598
4.02,69.54,77.54,40.5,16.23,0,4.019598
4.02,69.54,77.54,40.6,16.23,0,4.019598
4.22,69.54,77.54,40.5,16.13,0,4.219578
4.12,69.54,77.54,40.6,16.13,0,4.119588
4.22,69.54,77.54,40.6,16.23,0,4.219578
4.02,69.36,77.36,40.6,16.13,0,4.019598
4.02,69.36,77.36,40.5,16.23,0,4.019598
3.92,69.36,77.36,40.6,16.13,0,3.919608
4.12,69.36,77.36,40.6,16.13,0,4.119588
4.12,69.36,77.36,40.5,16.03,0,4.119588
4.22,69.36,77.36,40.6,16.13,0,4.219578
4.32,69.36,77.36,40.5,16.13,0,4.319568
4.12,69.36,77.36,40.5,16.13,0,4.119588
3.82,69.36,77.36,40.6,16.13,0,3.819618
4.32,69.36,77.36,40.6,16.13,0,4.319568
4.32,69.36,77.36,40.5,16.23,0,4.319568
4.22,69.36,77.36,40.5,16.23,0,4.219578
4.02,69.36,77.36,40.6,16.23,0,4.019598
3.92,69.36,77.36,40.6,16.23,0,3.919608
4.22,69.36,77.36,40.5,16.13,0,4.219578
4.02,69.36,77.36,40.5,16.13,0,4.019598
3.92,69.36,77.36,40.5,16.13,0,3.919608
3.82,69.36,77.36,40.5,16.03,0,3.819618
3.92,69.36,77.36,40.5,8.9,0,3.919608
3.92,69.36,77.36,40.9,10.95,0,3.919608
4.02,69.36,77.36,40.8,8.8,0,4.019598
4.22,69.36,77.36,40.8,8.99,0,4.219578
4.22,69.36,77.36,40.7,8.9,0,4.219578
3.92,69.36,77.36,40.7,8.8,0,3.919608
4.12,69.36,77.36,40.6,8.7,0,4.119588
4.22,69.36,77.36,40.6,8.7,0,4.219578
4.12,69.36,77.36,40.5,8.7,0,4.119588
4.22,69.36,77.36,40.5,8.8,0,4.219578
3.82,69.36,77.36,40.5,8.8,0,3.819618
4.12,69.36,77.36,40.4,8.99,0,4.119588
4.02,69.36,77.36,40.4,9.09,0,4.019598
4.12,69.36,77.36,40.4,8.8,0,4.119588
4.02,69.36,77.36,40.4,8.9,0,4.019598
4.32,69.54,77.54,40.4,8.99,0,4.319568
3.92,69.54,77.54,40.3,8.8,0,3.919608
4.12,69.54,77.54,40.4,8.8,0,4.119588
3.92,69.54,77.54,40.4,8.7,0,3.919608
3.82,69.54,77.54,40.4,8.99,0,3.819618
4.02,69.54,77.54,40.4,8.9,0,4.019598
3.82,69.54,77.54,40.3,8.8,0,3.819618
3.61,69.54,77.54,40.3,8.8,0,3.609639
3.92,69.54,77.54,40.4,8.9,0,3.919608
4.02,69.54,77.54,40.3,16.13,0,4.019598
4.02,69.54,77.54,40.3,8.5,0,4.019598
4.12,69.54,77.54,40.8,8.6,0,4.119588
3.72,69.54,77.54,40.5,8.7,0,3.719628
3.92,69.54,77.54,40.3,8.9,0,3.919608
3.72,69.54,77.54,40.3,8.7,0,3.719628
4.02,69.54,77.54,40.5,8.8,0,4.019598
3.72,69.54,77.54,40.3,8.6,0,3.719628
4.22,69.54,77.54,40.5,8.99,0,4.219578
4.02,69.54,77.54,40.4,8.5,0,4.019598
3.92,69.54,77.54,40.4,8.5,0,3.919608
3.82,69.54,77.54,40.3,8.6,0,3.819618
3.92,69.54,77.54,40.3,8.41,0,3.919608
3.92,69.54,77.54,40.3,8.99,0,3.919608
3.92,69.54,77.54,40.4,8.99,0,3.919608
3.82,69.54,77.54,40.4,8.8,0,3.819618
3.61,69.54,77.54,40.5,8.9,0,3.609639
3.92,69.54,77.54,40.3,10.65,0,3.919608
3.82,69.54,77.54,40.3,8.7,0,3.819618
3.92,69.72,77.72,40.3,8.8,0,3.919608
3.82,69.72,77.72,40.2,8.7,0,3.819618
3.92,69.72,77.72,40.2,8.8,0,3.919608
4.12,69.72,77.72,40.2,8.7,0,4.119588
3.82,69.72,77.72,40.2,8.9,0,3.819618
3.92,69.72,77.72,40.3,8.7,0,3.919608
3.82,69.72,77.72,40.3,10.26,0,3.819618
4.22,69.72,77.72,40.2,8.9,0,4.219578
3.92,69.72,77.72,40.3,8.9,0,3.919608
3.82,69.72,77.72,40.2,11.05,0,3.819618
3.72,69.72,77.72,40.1,11.24,0,3.719628
4.12,69.72,77.72,40.1,9.09,0,4.119588
4.12,69.72,77.72,40.1,8.9,0,4.119588
4.02,69.72,77.72,40.1,10.56,0,4.019598
3.92,69.72,77.72,40,8.8,0,3.919608
4.02,69.72,77.72,40,12.71,0,4.019598
3.72,69.72,77.72,40,9.19,0,3.719628
3.82,69.72,77.72,40.1,8.8,0,3.819618
3.72,69.72,77.72,40,8.8,0,3.719628
3.82,69.72,77.72,40,10.65,0,3.819618
3.72,69.72,77.72,40.1,9.19,0,3.719628
3.82,69.72,77.72,40.1,9.09,0,3.819618
3.82,69.72,77.72,40.1,9.38,0,3.819618
3.92,69.72,77.72,40.1,8.8,0,3.919608
3.72,69.72,77.72,40,8.7,0,3.719628
3.82,69.72,77.72,40.1,14.17,0,3.819618
4.02,69.72,77.72,40.1,11.05,0,4.019598
3.82,69.72,77.72,40.1,11.34,0,3.819618
3.82,69.72,77.72,40.5,8.8,0,3.819618
3.72,69.72,77.72,40.4,10.26,0,3.719628
3.92,69.72,77.72,40.2,8.99,0,3.919608
3.92,69.72,77.72,40.1,9.38,0,3.919608
3.82,69.72,77.72,40.1,13.29,0,3.819618
3.72,69.72,77.72,40.1,15.93,0,3.719628
3.82,69.72,77.72,40.1,8.5,0,3.819618
3.92,69.72,77.72,40.8,8.99,0,3.919608
3.51,69.72,77.72,40.7,8.6,0,3.509649
3.92,69.9,77.9,40.3,8.6,0,3.919608
3.51,69.72,77.72,40.4,8.5,0,3.509649
3.82,69.9,77.9,40.3,8.6,0,3.819618
3.92,69.72,77.72,40.2,8.7,0,3.919608
3.92,69.9,77.9,40.4,9.09,0,3.919608
3.61,69.9,77.9,40.2,8.9,0,3.609639
3.92,69.9,77.9,40.1,9.68,0,3.919608
3.82,69.9,77.9,40,8.7,0,3.819618
3.72,69.72,77.72,40,10.46,0,3.719628
3.72,69.9,77.9,40,9.29,0,3.719628
3.92,69.9,77.9,40,9.29,0,3.919608
3.72,69.9,77.9,40.3,8.31,0,3.719628
3.51,69.9,77.9,40.2,9.87,0,3.509649
3.72,69.9,77.9,40.2,9.48,0,3.719628
3.61,69.9,77.9,40.3,8.5,0,3.609639
3.82,69.9,77.9,40.8,11.53,0,3.819618
3.61,69.9,77.9,40.8,7.82,0,3.609639
3.72,69.9,77.9,40.5,7.62,0,3.719628
3.72,69.9,77.9,40.2,8.21,0,3.719628
3.72,69.9,77.9,40.1,8.21,0,3.719628
3.51,69.9,77.9,40,8.02,0,3.509649
3.82,69.9,77.9,39.9,8.11,0,3.819618
3.72,69.9,77.9,39.9,8.02,0,3.719628
3.61,69.9,77.9,39.9,8.02,0,3.609639
3.82,69.9,77.9,39.9,7.92,0,3.819618
3.41,69.9,77.9,39.9,8.5,0,3.409659
3.92,69.9,77.9,40.8,8.7,0,3.919608
3.82,69.9,77.9,40.7,9.87,0,3.819618
3.72,69.9,77.9,40.3,8.6,0,3.719628
3.72,69.9,77.9,40.1,8.6,0,3.719628
3.72,69.9,77.9,40,8.99,0,3.719628
3.82,69.9,77.9,40,10.26,0,3.819618
3.82,69.9,77.9,40,8.9,0,3.819618
3.72,69.9,77.9,39.9,8.9,0,3.719628
3.72,69.9,77.9,39.9,8.8,0,3.719628
3.82,69.9,77.9,40,8.5,0,3.819618
3.72,69.9,77.9,39.9,8.7,0,3.719628
3.72,69.9,77.9,39.9,8.6,0,3.719628
3.72,69.9,77.9,40.4,8.8,0,3.719628
3.51,69.9,77.9,40.1,8.9,0,3.509649
3.92,69.9,77.9,40,8.7,0,3.919608
3.82,69.9,77.9,40.2,9.09,0,3.819618
3.61,69.9,77.9,40,9.09,0,3.609639
3.61,69.9,77.9,39.9,9.29,0,3.609639
3.61,69.9,77.9,39.9,8.7,0,3.609639
3.51,69.9,77.9,39.9,8.8,0,3.509649
3.61,69.9,77.9,40,10.17,0,3.609639
3.82,69.9,77.9,40.4,8.9,0,3.819618
3.92,69.9,77.9,40.5,9.19,0,3.919608
3.41,69.9,77.9,40.2,8.7,0,3.409659
3.61,69.9,77.9,40,8.31,0,3.609639
3.61,69.9,77.9,39.9,8.31,0,3.609639
3.61,69.9,77.9,39.8,8.31,0,3.609639
3.41,69.9,77.9,39.8,8.9,0,3.409659
3.72,69.9,77.9,39.8,8.6,0,3.719628
3.82,69.9,77.9,39.9,8.7,0,3.819618
3.41,69.9,77.9,39.9,9.48,0,3.409659
3.51,69.9,77.9,39.9,9.29,0,3.509649
3.82,69.9,77.9,39.8,8.8,0,3.819618
3.72,69.9,77.9,39.8,8.9,0,3.719628
3.61,69.9,77.9,39.8,8.6,0,3.609639
3.82,69.9,77.9,39.8,8.6,0,3.819618
3.51,69.9,77.9,39.8,8.5,0,3.509649
3.41,69.9,77.9,39.8,8.7,0,3.409659
3.61,69.9,77.9,39.8,8.8,0,3.609639
3.41,69.9,77.9,39.8,8.5,0,3.409659
3.72,69.9,77.9,39.8,8.7,0,3.719628
3.61,69.9,77.9,39.8,8.99,0,3.609639
3.51,69.9,77.9,39.8,8.6,0,3.509649
3.72,69.9,77.9,39.8,8.99,0,3.719628
3.72,69.9,77.9,39.8,8.8,0,3.719628
3.92,69.9,77.9,39.8,8.5,0,3.919608
3.41,69.9,77.9,39.8,8.6,0,3.409659
3.82,69.9,77.9,39.7,8.99,0,3.819618
3.72,69.9,77.9,39.7,15.15,0,3.719628
3.82,69.9,77.9,39.8,8.9,0,3.819618
3.72,69.9,77.9,39.8,10.95,0,3.719628
3.72,69.9,77.9,39.8,8.41,0,3.719628
3.41,69.9,77.9,39.8,8.31,0,3.409659
3.51,69.9,77.9,39.8,8.31,0,3.509649
3.41,70.08,78.08,39.9,8.41,0,3.409659
3.41,70.08,78.08,39.8,8.41,0,3.409659
3.72,70.08,78.08,39.7,8.41,0,3.719628
3.72,70.08,78.08,39.7,8.31,0,3.719628
3.31,70.08,78.08,39.7,8.41,0,3.309669
3.61,70.08,78.08,39.7,8.41,0,3.609639
3.61,70.08,78.08,39.7,8.31,0,3.609639
3.61,70.08,78.08,39.7,8.7,0,3.609639
3.51,69.9,77.9,39.7,8.5,0,3.509649
3.61,70.08,78.08,39.9,8.31,0,3.609639
3.41,69.9,77.9,39.7,8.41,0,3.409659
3.72,70.08,78.08,39.6,8.41,0,3.719628
3.41,70.08,78.08,39.6,8.41,0,3.409659
3.72,69.9,77.9,39.7,8.41,0,3.719628
3.51,69.9,77.9,39.6,8.99,0,3.509649
3.72,70.08,78.08,39.7,8.9,0,3.719628
3.41,70.08,78.08,39.6,8.99,0,3.409659
3.72,70.08,78.08,39.6,8.99,0,3.719628
3.51,69.9,77.9,39.6,8.8,0,3.509649
3.82,70.08,78.08,39.6,8.6,0,3.819618
3.51,69.9,77.9,39.6,8.9,0,3.509649
3.61,70.08,78.08,39.6,8.9,0,3.609639
3.61,70.08,78.08,39.6,9.68,0,3.609639
3.41,69.9,77.9,39.6,8.9,0,3.409659
3.61,69.9,77.9,39.6,10.26,0,3.609639
3.31,69.9,77.9,39.7,9.38,0,3.309669
3.51,69.9,77.9,39.9,8.9,0,3.509649
3.72,69.9,77.9,40.2,9.19,0,3.719628
10.29,69.9,77.9,40.1,8.5,0,10.288971
9.07,69.9,77.9,41.3,8.5,0,9.069093
8.87,70.08,78.08,40.3,8.8,0,8.869113
8.16,70.08,78.08,39.8,8.7,0,8.159184
8.06,70.08,78.08,39.7,8.8,0,8.059194
7.46,70.08,78.08,39.6,8.6,0,7.459254
7.36,69.9,77.9,39.6,8.7,0,7.359264
7.15,70.08,78.08,39.6,9.29,0,7.149285
7.15,69.9,77.9,39.5,9.48,0,7.149285
6.85,69.9,77.9,39.6,9.19,0,6.849315
7.05,69.9,77.9,39.6,8.8,0,7.049295
6.85,69.9,77.9,39.6,10.85,0,6.849315
6.55,69.9,77.9,39.6,11.83,0,6.549345
6.75,69.9,77.9,39.6,8.99,0,6.749325
6.45,69.9,77.9,39.6,16.03,0,6.449355
6.75,69.9,77.9,39.6,8.5,0,6.749325
6.24,69.9,77.9,40.1,8.5,0,6.239376
6.45,69.9,77.9,39.9,8.5,0,6.449355
6.14,69.9,77.9,39.8,8.41,0,6.139386
5.64,69.9,77.9,39.6,8.41,0,5.639436
6.34,69.9,77.9,39.6,8.41,0,6.339366
6.24,69.9,77.9,39.6,8.31,0,6.239376
6.14,69.9,77.9,39.6,8.31,0,6.139386
5.84,69.9,77.9,39.6,8.7,0,5.839416
6.04,69.9,77.9,39.6,8.6,0,6.039396
5.94,69.72,77.72,39.6,8.7,0,5.939406
5.74,69.72,77.72,39.6,8.7,0,5.739426
6.04,69.9,77.9,39.7,8.7,0,6.039396
5.64,69.72,77.72,39.6,8.7,0,5.639436
5.74,69.9,77.9,39.6,8.7,0,5.739426
5.64,69.9,77.9,39.6,8.8,0,5.639436
5.54,69.9,77.9,39.7,8.9,0,5.539446
5.74,69.9,77.9,39.7,15.54,0,5.739426
5.43,69.9,77.9,39.6,8.8,0,5.429457
5.54,69.9,77.9,39.6,8.8,0,5.539446
5.33,69.9,77.9,39.5,8.7,0,5.329467
5.54,69.9,77.9,39.5,8.8,0,5.539446
5.33,69.9,77.9,39.6,8.8,0,5.329467
4.93,69.9,77.9,39.5,8.6,0,4.929507
5.13,69.9,77.9,39.6,8.6,0,5.129487
5.13,69.9,77.9,39.5,8.6,0,5.129487
5.23,69.9,77.9,39.5,8.6,0,5.229477
5.23,69.9,77.9,39.5,16.03,0,5.229477
5.23,69.9,77.9,39.5,8.41,0,5.229477
4.93,69.9,77.9,39.5,16.03,0,4.929507
5.13,69.9,77.9,39.5,16.03,0,5.129487
5.13,69.9,77.9,39.5,8.99,0,5.129487
4.83,69.9,77.9,39.5,8.6,0,4.829517
5.23,69.9,77.9,39.5,13.88,0,5.229477
5.03,69.9,77.9,39.5,8.7,0,5.029497
5.03,69.9,77.9,39.5,8.8,0,5.029497
4.93,69.9,77.9,39.5,14.08,0,4.929507
4.93,69.9,77.9,39.4,9.97,0,4.929507
4.83,69.9,77.9,39.4,10.17,0,4.829517
5.13,69.9,77.9,39.4,8.8,0,5.129487
4.93,69.9,77.9,39.4,9.58,0,4.929507
4.93,69.9,77.9,39.4,9.68,0,4.929507
4.83,69.9,77.9,39.4,8.9,0,4.829517
4.73,69.9,77.9,39.4,9.38,0,4.729527
4.73,69.9,77.9,39.4,9.87,0,4.729527
4.73,69.9,77.9,39.4,15.93,0,4.729527
4.83,69.9,77.9,39.4,8.99,0,4.829517
4.52,69.9,77.9,39.9,8.21,0,4.519548
4.83,69.9,77.9,39.7,14.57,0,4.829517
4.83,69.9,77.9,39.4,11.73,0,4.829517
4.63,69.9,77.9,39.4,8.9,0,4.629537
4.63,69.9,77.9,39.4,8.99,0,4.629537
4.52,69.9,77.9,39.3,8.41,0,4.519548
4.83,69.9,77.9,39.4,9.97,0,4.829517
4.63,69.9,77.9,39.4,10.26,0,4.629537
4.83,70.08,78.08,39.4,15.54,0,4.829517
4.73,69.9,77.9,39.3,16.13,0,4.729527
4.52,69.9,77.9,39.3,16.03,0,4.519548
4.83,69.9,77.9,39.3,16.03,0,4.829517
4.52,69.9,77.9,39.3,15.44,0,4.519548
4.63,69.9,77.9,39.3,15.35,0,4.629537
4.52,69.9,77.9,39.3,8.5,0,4.519548
4.73,69.9,77.9,39.3,8.21,0,4.729527
4.42,69.9,77.9,39.3,8.6,0,4.419558
4.63,69.9,77.9,39.3,8.5,0,4.629537
4.42,69.9,77.9,39.3,8.41,0,4.419558
4.52,70.08,78.08,39.3,8.5,0,4.519548
4.52,70.08,78.08,39.3,8.6,0,4.519548
4.42,70.08,78.08,39.3,8.5,0,4.419558
4.52,70.08,78.08,39.3,8.7,0,4.519548
4.32,70.08,78.08,39.3,8.6,0,4.319568
4.63,70.08,78.08,39.3,16.03,0,4.629537
4.32,70.08,78.08,39.2,15.93,0,4.319568
4.42,70.08,78.08,39.2,15.93,0,4.419558
4.42,70.08,78.08,39.2,15.84,0,4.419558
4.52,70.08,78.08,39.2,15.93,0,4.519548
4.63,70.08,78.08,39.2,15.93,0,4.629537
4.42,69.9,77.9,39.2,15.93,0,4.419558
4.12,69.9,77.9,39.2,16.03,0,4.119588
4.52,69.9,77.9,39.2,15.93,0,4.519548
4.42,69.9,77.9,39.2,16.03,0,4.419558
4.32,69.9,77.9,39.2,15.93,0,4.319568
4.63,69.9,77.9,39.2,15.93,0,4.629537
4.52,69.9,77.9,39.2,16.03,0,4.519548
4.22,69.9,77.9,39.2,15.93,0,4.219578
4.32,69.9,77.9,39.2,8.7,0,4.319568
4.32,69.9,77.9,39.2,15.35,0,4.319568
4.22,69.9,77.9,39.3,15.54,0,4.219578
4.42,69.9,77.9,39.3,14.76,0,4.419558
4.32,69.9,77.9,39.3,15.54,0,4.319568
4.32,69.9,77.9,39.3,15.64,0,4.319568
4.63,69.9,77.9,39.2,15.74,0,4.629537
4.22,69.9,77.9,39.3,15.64,0,4.219578
4.32,69.9,77.9,39.4,9.29,0,4.319568
4.32,69.9,77.9,39.4,14.57,0,4.319568
4.02,69.9,77.9,39.5,8.21,0,4.019598
4.32,69.9,77.9,39.4,8.41,0,4.319568
4.12,69.9,77.9,39.3,8.31,0,4.119588
4.12,69.9,77.9,39.3,8.41,0,4.119588
4.22,69.9,77.9,39.2,8.5,0,4.219578
4.32,69.9,77.9,39.3,15.84,0,4.319568
4.22,69.9,77.9,39.2,8.21,0,4.219578
4.02,69.9,77.9,39.2,15.93,0,4.019598
4.12,70.08,78.08,39.1,8.41,0,4.119588
4.02,69.9,77.9,39.1,8.5,0,4.019598
4.22,69.9,77.9,39.1,8.6,0,4.219578
4.32,70.08,78.08,39.1,8.9,0,4.319568
4.02,69.9,77.9,39.1,8.41,0,4.019598
4.73,70.08,78.08,39.1,8.6,0,4.729527
4.32,70.08,78.08,39.1,8.5,0,4.319568
4.12,69.9,77.9,39.1,8.7,0,4.119588
4.22,69.9,77.9,39.2,10.75,0,4.219578
4.02,69.9,77.9,39.1,8.6,0,4.019598
4.22,69.9,77.9,39.1,8.99,0,4.219578
4.22,69.9,77.9,39.1,8.41,0,4.219578
3.92,69.9,77.9,39.1,15.93,0,3.919608
4.12,69.9,77.9,39.1,16.03,0,4.119588
4.22,69.9,77.9,39.1,10.36,0,4.219578
3.92,69.9,77.9,39.2,15.25,0,3.919608
4.12,69.9,77.9,39.2,13.49,0,4.119588
4.02,69.9,77.9,39.1,9.97,0,4.019598
3.92,69.9,77.9,39.1,9.68,0,3.919608
4.02,69.9,77.9,39.2,10.75,0,4.019598
3.82,69.9,77.9,39.1,8.6,0,3.819618
3.92,69.9,77.9,39.1,8.8,0,3.919608
3.82,69.9,77.9,39.5,8.41,0,3.819618
4.02,69.9,77.9,39.5,15.93,0,4.019598
3.82,69.9,77.9,39.2,8.6,0,3.819618
4.02,69.9,77.9,39.4,8.6,0,4.019598
3.82,69.9,77.9,39.4,8.5,0,3.819618
4.02,70.08,78.08,39.1,16.03,0,4.019598
4.22,69.9,77.9,39,16.03,0,4.219578
4.02,69.9,77.9,39,15.93,0,4.019598
4.02,69.9,77.9,39,16.13,0,4.019598
3.92,69.9,77.9,39.1,16.03,0,3.919608
4.02,69.9,77.9,39.1,16.03,0,4.019598
3.82,69.9,77.9,39.1,16.03,0,3.819618
4.22,69.9,77.9,39.1,16.03,0,4.219578
4.02,69.9,77.9,39.1,15.93,0,4.019598
4.12,69.9,77.9,39.1,15.93,0,4.119588
3.72,69.9,77.9,39.1,16.03,0,3.719628
3.82,69.9,77.9,39.1,15.93,0,3.819618
3.92,69.72,77.72,39.1,15.93,0,3.919608
3.82,69.72,77.72,39.1,16.03,0,3.819618
3.72,69.72,77.72,39.1,16.03,0,3.719628
4.12,69.72,77.72,39.1,15.93,0,4.119588
4.02,69.72,77.72,39.2,15.93,0,4.019598
3.82,69.72,77.72,39.2,15.93,0,3.819618
3.92,69.72,77.72,39.1,16.03,0,3.919608
3.82,69.72,77.72,39.2,15.84,0,3.819618
4.02,69.72,77.72,39.1,15.93,0,4.019598
4.22,69.72,77.72,39.2,15.93,0,4.219578
3.92,69.72,77.72,39.1,15.84,0,3.919608
4.02,69.72,77.72,39.1,8.11,0,4.019598
3.82,69.72,77.72,39.2,16.13,0,3.819618
3.92,69.72,77.72,39.1,16.23,0,3.919608
3.72,69.72,77.72,39.2,15.93,0,3.719628
4.42,69.72,77.72,39.2,15.64,0,4.419558
4.22,69.72,77.72,39.5,15.64,0,4.219578
3.82,69.9,77.9,39.4,15.64,0,3.819618
